id,text,date,likes,detected_language,text_english
1901223529577947536,"職場でお水飲む用にしたくて買った
スタバのグラスタンブラー🩵🪽

テンション上がるので
買ってよかった~~ ⁽⁽ ◟( ･o˙ )◞

#Starbucks #スタバ #水色 https://t.co/FIgn4Phl35",Sun Mar 16 10:46:27 +0000 2025,9,ja,"I bought it because I wanted to drink water at work
Starbucks Grass Tanbler 🩵🪽

Because I get excited
I'm glad I bought it~ ⁽⁽ ◟( ･o˙ )◞

#Starbucks #Starbucks #Light Blue https://t.co/FIgn4Phl35"
1902742906752139569,"夜の散歩
#Starbucks  #柴犬 https://t.co/pjl1S9iFPr",Thu Mar 20 15:23:54 +0000 2025,12,sv,"夜の散歩
#Starbucks #柴犬 https://t.co/pjl1s9ifr"
1900254869463703557,A taste of happiness in every sip ☕️ #Starbucks #GOLD https://t.co/ypBaQn3ypx,Thu Mar 13 18:37:20 +0000 2025,3,en,A taste of happiness in every sip ☕️ #Starbucks #GOLD https://t.co/ypBaQn3ypx
1900424465026351396,"可愛いのを買っちゃった(ﾉ≧ڡ≦)☆
夏場に活躍してくれそう！（今時期はホットが多いからあまり使わさらない）
#Starbucks
#スタバタンブラー https://t.co/YHL34oGXIR",Fri Mar 14 05:51:15 +0000 2025,5,ja,"I bought a cute one (ﾉ≧ڡ≦)☆
It looks like it will be useful in the summer! (I don't use it very often because there are a lot of hot spots this time of year.)
#Starbucks
#Starbuck Tumbler https://t.co/YHL34oGXIR"
1899431047382659000,"Conversamos con una trabajadora de Starbucks en huelga, quien nos explica las razones de la movilización y las condiciones laborales que enfrentan.

#Huelga #Starbucks #DerechosLaborales #Trabajadores #Movilización https://t.co/QDaMgJjTNA",Tue Mar 11 12:03:46 +0000 2025,17,es,"We talked with a Starbucks worker on strike, who explains the reasons for the mobilization and the working conditions they face.

#Huelga #Starbucks #Derechroles #Trabajadores #Mobilization https://t.co/qdamgjjtna"
1901986165831643100,"ノノガ色🩷🩷
かわいい🥹🩷

#Starbucks https://t.co/yRHRyoxqIr",Tue Mar 18 13:16:53 +0000 2025,7,ja,"Nonoga colour🩷🩷
Cute🥹🩷

#Starbucks https://t.co/yRHRyoxqIr"
1902665996500140300,"パッションティー𓂃ৎ⋆⃞⃛
袋の中はドリップコーヒー☕️𓈒 𓂂𓏸

遠出したから初めての店舗行ってきた🚗⸒⸒

 #スタバ #スターバックス #Starbucks
 #スタバ好き #スタバ巡り
 #パッションティー #ドリップコーヒー
 #紅茶 #コーヒー #珈琲
 #日常 #日常垢 https://t.co/rcrSKOysRy",Thu Mar 20 10:18:18 +0000 2025,14,ja,"Passion Tee𓂃ৎ⋆⃞⃛
The bag is drip coffee ☕️𓈒 𓂂𓏸

I went to the store for the first time since I went out 🚗⸒⸒

 #Starbucks #Starbucks
 #Starbucks lover #Starbucks tour
 #Passion Tea #Drip Coffee
 #Tea #Coffee #Coffee
 #Daily Life #Daily Life Account https://t.co/rcrSKOysRy"
1901152155698164200,"手書きタッチのパッケージが可愛い。　
豆ではなく、花が主役のコーヒータイムです。
#starbucks #sakura https://t.co/DKSq3c81EQ",Sun Mar 16 06:02:50 +0000 2025,2,ja,"The hand-painted packaging is cute.　
This is coffee time, with flowers as the main focus, not beans.
#starbucks #sakura https://t.co/DKSq3c81EQ"
1900254869463703600,A taste of happiness in every sip ☕️ #Starbucks #GOLD https://t.co/ypBaQn3ypx,Thu Mar 13 18:37:20 +0000 2025,3,en,A taste of happiness in every sip ☕️ #Starbucks #GOLD https://t.co/ypBaQn3ypx
1902948287058973000,"PEANUTS + STARBUCKS

이렇게 귀여운 마카롱이라니!
#스누피마카롱 #찰리브라운마카롱

입 안 가득 느껴지는 진한 초콜릿 가나슈, 부드러운 바닐라 크림까지!

3월 27일부터 가까운 스타벅스 매장에서 만나보세요. 

#3월27일부터 #스타벅스스누피
#Starbucks #StarbucksKorea #스타벅스 https://t.co/jd7PHM5ePr",Fri Mar 21 05:00:01 +0000 2025,9,ko,"Peanuts + Starbucks

This cute macaroon!
#Snoopy Macaroon #Charlie Brown Macaroon

Dark chocolate Kanashu and soft vanilla cream!

From March 27th, meet at the nearest Starbucks store. 

#Star Buckssupi from March 27th
#Starbucks #starbuckskorea"
1902464778737742000,"飲みたかったフラペチーノ☕️🌿.•*
甘いの好きだからキャラメル追加しました!!
これは…また飲みたいやーつ！！

 #スタバ
 #スターバックス
 #エスプレッソアフォガードフラペチーノ
  #starbucks https://t.co/FoZnGIRIL1",Wed Mar 19 20:58:43 +0000 2025,11,ja,"I wanted to drink Frappuccino☕️🌿.•*
I love sweets so I added caramel!!
This is... I want to drink it again! !

 #Starva
 #Starbucks
 #Espresso Afogado Frappuccino
  #starbucks https://t.co/FoZnGIRIL1"
1897541513799942400,"久々のStarbucks…☕️☕️☕️
#Starbucks #Coffee #CafeTime #コーヒー #コーヒーのある暮らし https://t.co/y4VsD9Mh1s",Thu Mar 06 06:55:26 +0000 2025,70,ja,"It's been a while since Starbucks...☕️☕️☕️
#Starbucks #Coffee #CafeTime #Coffee #Life with Coffee https://t.co/y4VsD9Mh1s"
1902829417623114000,"☕️ One espresso decapitino, please. ☕️ #starbucks #montana https://t.co/v7Smr8CZST",Thu Mar 20 21:07:40 +0000 2025,24,it,"☕️ One express decapitus, please. ☕️ #Starbucks #montana https://t.co/v7smr8czst"
1901085791620907300,"My first time Frappuccino.
Relax time
#Frappuccino
 #Starbucks https://t.co/xKcYoUWkP9",Sun Mar 16 01:39:07 +0000 2025,2,it,"My First Time Frappuccino.
Relax time
#Frappuccino
 #Starbucks https://t.co/xkcyouwkp9"
1899210074049958400,"Sin reírse repito sin reírse

Flojas para trabajar y para hacer ejercicios 

#Starbucks https://t.co/M8Hq7XiltR",Mon Mar 10 21:25:41 +0000 2025,268,es,"Without laughing I repeat without laughing

Lazy to work and exercise 

#Starbucks https://t.co/m8hq7xiltr"
1902625109199999500,"マイストアパスポートスタンプ
訪問回数
スターバックス芦花公園店
300回目になりました。
近所でよく購入するお店。
#マイストアパスポート
#スターバックス
#訪問回数
#300回目
#Starbucks https://t.co/yx8H3Hkmg6",Thu Mar 20 07:35:49 +0000 2025,16,ja,"My Store Passport Stamp
Number of visits
Starbucks Ashika Park Store
It's the 300th time.
A shop that I often buy in my neighborhood.
#My Store Passport
#Starbucks
#Number of visits
#300th
#Starbucks https://t.co/yx8H3Hkmg6"
1902028865847144700,Taking in the sights of Tower Bridge.....Enjoying a perfect day with my coffee!  #TowerBridgeVibes #TowerBridge #LondonLife #CityVibes #ExploreMore #Starbucks https://t.co/UVo6G122hR,Tue Mar 18 16:06:34 +0000 2025,4,en,Taking in the sights of Tower Bridge.....Enjoying a perfect day with my coffee!  #TowerBridgeVibes #TowerBridge #LondonLife #CityVibes #ExploreMore #Starbucks https://t.co/UVo6G122hR
1901985382599700700,"スタバ🌸SAKURAシリーズ2025🌸
桜シリーズが大好きで、毎年のお楽しみ〜💕お目当てのボトルも無事、GETできて大満足〜♬✨

＃STARBUCKS
#SAKURAシリーズ🌸 https://t.co/Eq3XWQb2L9",Tue Mar 18 13:13:47 +0000 2025,11,ja,"Starbucks 🌸SAKURA Series 2025🌸
I love the Sakura series and enjoy it every year~💕 I was able to get the bottle I was looking for safely and very satisfied~♬✨

#STARBUCKS
#SAKURA Series🌸 https://t.co/Eq3XWQb2L9"
1902133288707486000,"Soylatte𖠚ᐝ

#starbucks 
#photo https://t.co/2rlDvmOKRy",Tue Mar 18 23:01:30 +0000 2025,4,sv,"Soylatte 𖠚ᐝ

#starbucks 
#photo https://t.co/2rldvmokry"
1901986610406896000,"今年も買うぞ～
 #Starbucks
 #SNOOPY https://t.co/4wOlvZe918",Tue Mar 18 13:18:39 +0000 2025,6,sv,"今年も買うぞ～
 #Starbucks
 #Snoopy https://t.co/4wolvze918"
1901726546467205600,Choice of drug #coffee #starbucks https://t.co/lQjWiXOnSD,Mon Mar 17 20:05:15 +0000 2025,4,en,Choice of drug #coffee #starbucks https://t.co/lQjWiXOnSD
1900000478899147000,"食後はチャイティーラテ☕𓈒𓏸︎︎︎︎

#starbucks https://t.co/JLXRT2M9bb",Thu Mar 13 01:46:29 +0000 2025,5,ja,"After dinner, chai tea latte☕𓈒𓏸︎︎︎

#starbucks https://t.co/JLXRT2M9bb"
1899899149471888000,"So I scored a $15 Frappuccino at Starbucks! Lady wanted to just to Instagram the first cherry series drink but didn't want it, she gave it to me 😁👍 #Starbucks #CoffeeTime #CoffeeLover #coffeelovergift #Wednesdayvibe #BookLovers #BookTwitter https://t.co/dtXUQxxKE9",Wed Mar 12 19:03:50 +0000 2025,42,en,"So I scored a $15 Frappuccino at Starbucks! Lady wanted to just to Instagram the first cherry series drink but didn't want it, she gave it to me 😁👍 #Starbucks #CoffeeTime #CoffeeLover #coffeelovergift #Wednesdayvibe #BookLovers #BookTwitter https://t.co/dtXUQxxKE9"
1900766646379372800,"当選しますように🙏✨️
 #Starbucks https://t.co/GaiMSDef3k",Sat Mar 15 04:30:57 +0000 2025,13,ja,"I hope you win 🙏✨️
 #Starbucks https://t.co/GaiMSDef3k"
1900832606284870000,"今日のシメ☕️

 #starbucks https://t.co/fW5S6Y3Vdu",Sat Mar 15 08:53:03 +0000 2025,10,sv,"今日のシメ☕️

 #starbucks https://t.co/fw5s6y3vdu"
1902522121257149000,"買うの忘れてたの買えた

#STARBUCKS
#starbucks
#starbucks_j
#スターバックス
#スタバ
#コーヒー好き https://t.co/85PvlYnofV",Thu Mar 20 00:46:35 +0000 2025,9,ja,"I forgot to buy it, I bought it

#STARBUCKS
#starbucks
#starbucks_j
#Starbucks
#Starva
#Coffee lover https://t.co/85PvlYnofV"
1902742906752139500,"夜の散歩
#Starbucks  #柴犬 https://t.co/pjl1S9iFPr",Thu Mar 20 15:23:54 +0000 2025,12,sv,"夜の散歩
#Starbucks #柴犬 https://t.co/pjl1s9ifr"
1899628351528288500,"今日発売の
春空ミルクコーヒーフラペチーノ…
中のストロベリーボールを
ストローで割って味変するらしいんたけど…これ…
紙のストローじゃ割れないって💦
かなり固いよ…😅
そして飲んだあとに残った、
ストロベリーボール…🤔
 #Starbucks  #スターバックス 
 #春空ミルクコーヒーフラペチーノ https://t.co/J3pKWZQc2C",Wed Mar 12 01:07:47 +0000 2025,124,ja,"Released today
Spring Sky Milk Coffee Frappuccino...
Strawberry ball inside
Apparently it can be split with a straw and change the taste... but... this...
Paper straws won't break
It's pretty hard...😅
And after drinking it, it was left behind
Strawberry ball...🤔
 #Starbucks #Starbucks
 #Spring Sky Milk Coffee Frappuccino https://t.co/J3pKWZQc2C"
1902144175124164600,"娘のD様から遅れてもらったホワイトデー💝

スタバのエコバッグ使いやすかったのに底が切れちゃってまた欲しいと言ってたんだ〜
最近発売した小さめエコバッグも可愛いし、ずっとお水飲んでる私には嬉しいタンプラー🥤

大事に使いまーす♪ᵗʱᵃᵑᵏᵧₒᵤ❥

#スターバックスグッズ
#Starbucks https://t.co/AuJlaCVqW6",Tue Mar 18 23:44:46 +0000 2025,13,ja,"White Day was late from my daughter D💝

Starbucks eco bags were easy to use, but the bottom broke and they said they wanted it again
The recently released small eco bag is also cute, and it's a great tamp pluck for me, who has been drinking water for a long time🥤

I'll use it carefully♪ᵗʱᵃᵑᵏᵧₒᵤ❥

#Starbucks Goods
#Starbucks https://t.co/AuJlaCVqW6"
1900880838537212000,"スタバなう！
 #Starbucks
 #株くクラスタバ部 https://t.co/Xn9a5X3yQn",Sat Mar 15 12:04:43 +0000 2025,23,ja,"Starbucks now!
 #Starbucks
 #Stock Clusterba Club https://t.co/Xn9a5X3yQn"
1901223529577947600,"職場でお水飲む用にしたくて買った
スタバのグラスタンブラー🩵🪽

テンション上がるので
買ってよかった~~ ⁽⁽ ◟( ･o˙ )◞

#Starbucks #スタバ #水色 https://t.co/FIgn4Phl35",Sun Mar 16 10:46:27 +0000 2025,9,ja,"I bought it because I wanted to drink water at work
Starbucks Grass Tanbler 🩵🪽

Because I get excited
I'm glad I bought it~ ⁽⁽ ◟( ･o˙ )◞

#Starbucks #Starbucks #Light Blue https://t.co/FIgn4Phl35"
1902091387111387600,"In #Starbucks's reply to the report “Exploitation and Opacity,” the company claims that it requires coffee suppliers to guarantee its standards and conduct periodic reviews of their supply chains. However, our report demonstrates the opposite. 

Additionally, the company https://t.co/tkWK1UsX2F",Tue Mar 18 20:15:00 +0000 2025,2,en,"In #Starbucks's reply to the report “Exploitation and Opacity,” the company claims that it requires coffee suppliers to guarantee its standards and conduct periodic reviews of their supply chains. However, our report demonstrates the opposite. 

Additionally, the company https://t.co/tkWK1UsX2F"
1902482769336263200,Mi regalo del #diadelpadre de unos de los mejores café top en el mundo cuál #Starbucks https://t.co/XNjts6t9Nc,Wed Mar 19 22:10:13 +0000 2025,12,es,My #DiadelPadre gift of one of the best Top coffee in the world which #starbucks https://t.co/xnjts6t9nc
1899627096223482400,"お散歩休憩中☕️（ママ）
テラス席からモバイルオーダーするまではいいとして、リードフックに繋げてコーヒーを受け取りに行くのを躊躇する飼い主。必死に中にいる店員さんにアピールするの恥ずかしい😅

#starbucks https://t.co/CLMJjwyRVm",Wed Mar 12 01:02:47 +0000 2025,113,ja,"Walking break ☕️ (Mom)
It's fine until you order a mobile order from the terrace, but the owner hesitates to connect it to a lead hook and pick up the coffee. It's embarrassing to appeal to the store clerk inside desperately.

#starbucks https://t.co/CLMJjwyRVm"
1901348881507434500,I'm gonna try the Spicy Falafel Pocket and then ima start my next fast :3 #edtwt #starbucks https://t.co/8AeMt4h0f2,Sun Mar 16 19:04:33 +0000 2025,6,en,I'm gonna try the Spicy Falafel Pocket and then ima start my next fast :3 #edtwt #starbucks https://t.co/8AeMt4h0f2
1902678295025779000,"本日の
#Archery #Starbucks https://t.co/ZGgVQdUpQl",Thu Mar 20 11:07:10 +0000 2025,7,de,"本日の
#Archery #starbucks https://t.co/zggvqdupql"
1902355469999493400,"बदलता प्रयागराज.
 Prayagraj Civil Lines.
#WestSide. #shoppersstop #Starbucks #theyellowchilli https://t.co/VA0i7z83su",Wed Mar 19 13:44:22 +0000 2025,18,en,"बदलता प्रयागराज.
 Prayagraj Civil Lines.
#WestSide. #shoppersstop #Starbucks #theyellowchilli https://t.co/VA0i7z83su"
1901896680926298600,"今日のおやつは、玄樹くんから貰ったケーキに決まりだね💕
あ😅カロリー気にしてるのに、一撃で解放しちゃう私を怒って下さい🥹
スタバのケーキ持ち帰り💕
＃岩橋玄樹
＃Starbucks https://t.co/bVtE8IIvN1",Tue Mar 18 07:21:18 +0000 2025,34,ja,"Today's snack is the cake I received from Genki 💕
Ah 😅 You're worried about the calories, but please get mad at me for letting me free you in one hit 🥹
Starbucks cake take home
#Iwahashi Genki
#Starbucks https://t.co/bVtE8IIvN1"
1900671089799532800,Brown sugar shaken expresso with vanilla cold foam…I miss the plastic cups…these paper cups gotta go🤨🤨🤨#Starbucks https://t.co/DK3ZnuNjEg,Fri Mar 14 22:11:15 +0000 2025,21,en,Brown sugar shaken expresso with vanilla cold foam…I miss the plastic cups…these paper cups gotta go🤨🤨🤨#Starbucks https://t.co/DK3ZnuNjEg
1902120949329097200,"Morning sunshine ☀️ Ready to make money 💰 
.
.
.
.
#tuesdayvibe #Starbucks #CoffeeTime #morning #Gratitude https://t.co/Rxxu7EwgdU",Tue Mar 18 22:12:28 +0000 2025,2,en,"Morning sunshine ☀️ Ready to make money 💰 
.
.
.
.
#tuesdayvibe #Starbucks #CoffeeTime #morning #Gratitude https://t.co/Rxxu7EwgdU"
1901283573820489700,"✅🇺🇸NYタイムズ「2025年に行くべき52ヶ所」に選出された富山市に先々週行きましたが、世界一美しいスタバとも呼ばれている「スターバックス富山環水公園店」や富山市ガラス美術館、海鮮グルメなど見所豊富でした。前回来訪時に食べたキーマカレーも富山グルメなんだとか。
#Starbucks https://t.co/bsHm7hSbfd",Sun Mar 16 14:45:02 +0000 2025,2,ja,"✅🇺🇸I went to Toyama City, which was selected as one of the NY Times' 52 Places to Visit in 2025, two weeks ago, and there were many highlights, including Starbucks Toyama Kansui Park, which is also known as the most beautiful Starbucks in the world, the Toyama Glass Museum, and seafood gourmet food. The keema curry I ate last time I visited is also a Toyama gourmet food.
#Starbucks https://t.co/bsHm7hSbfd"
1901929250351145500,"リピ多めだったピザトースト🍕美味しかったなぁ🤤
#starbucks https://t.co/ykwoIaWUgU",Tue Mar 18 09:30:44 +0000 2025,16,ja,"Pizza toast was full of replies🍕It was delicious🤤
#starbucks https://t.co/ykwoIaWUgU"
1902160347873923300,"エントリー忘れないよーに☕💭💕
#Starbucks
#STARBUCKS
#StarbucksMyCustomizeJourneySet https://t.co/nhCoBZNGzG",Wed Mar 19 00:49:02 +0000 2025,3,de,"エントリー忘れないよーに☕💭💕
#Starbucks
#Starbucks
#Starbucksmycustomizejourneyset https://t.co/nhcobzngzg"
1899925449146339800,"South Indian filter coffee ranks #2 in the world!

#Coffee #filtercoffee #espresso #cappuccino #starbucks #dunkin #araku #madras https://t.co/8jgIbzzAUH",Wed Mar 12 20:48:20 +0000 2025,4,en,"South Indian filter coffee ranks #2 in the world!

#Coffee #filtercoffee #espresso #cappuccino #starbucks #dunkin #araku #madras https://t.co/8jgIbzzAUH"
1901284211363119400,"✅🇺🇸NYタイムズ「2025年に行くべき52ヶ所」に選出された富山市に先々週行きましたが、世界一美しいスタバとも呼ばれている「スターバックス富山環水公園店」や富山市ガラス美術館、海鮮グルメなど見所豊富でした。前回来訪時に食べたキーマカレーも富山グルメなんだとか。
#Starbucks https://t.co/OAcQ6AhrKM",Sun Mar 16 14:47:34 +0000 2025,7,ja,"✅🇺🇸I went to Toyama City, which was selected as one of the NY Times' 52 Places to Visit in 2025, two weeks ago, and there were many highlights, including Starbucks Toyama Kansui Park, which is also known as the most beautiful Starbucks in the world, the Toyama Glass Museum, and seafood gourmet food. The keema curry I ate last time I visited is also a Toyama gourmet food.
#Starbucks https://t.co/OAcQ6AhrKM"
1901639909892657400,"🐻STARBUCKS☕
冷たい🧊飲み物入れると
色が変わるリユーザブル
カップで🧊Ice
#ユズシトラスティー
#パッションに変更
🔴マカロン
美味しく頂きました🐻
#STARBUCKS
#スターバックス　
#スタバ好きな人と繋がりたい https://t.co/OoZARbVqt9",Mon Mar 17 14:20:59 +0000 2025,3,ja,"🐻STARBUCKS☕
It's cold 🧊 When I put in a drink
Reusable color change
In a cup 🧊Ice
#Yuzu Citrusty
Changed to #passion
🔴Macarons
It was delicious 🐻
#STARBUCKS
#Starbucks
#I want to connect with people who like Starbucks https://t.co/OoZARbVqt9"
1901929064098636000,"☕ İllere göre Starbucks sayısını derledik.

👉🏻Türkiye'deki Starbucks sayısı ise 725.

#verikaynağı #verigörselleştirme #harita #starbucks https://t.co/XaBtPnWm4v",Tue Mar 18 09:29:59 +0000 2025,40,tr,"☕ We have compiled the number of Starbucks according to the provinces.

The number of Starbucks in Turkey is 725.

#Verikaynağı #Verigörification"
1901109926182985700,"リザーブコーヒー　蔵出しシリーズ
ジャマイカ　ブルーマウンテン。酸味程良い、コク程良い。シングルオリジンでは珍しく、ほぼ毎年提供されるリザーブコーヒー。
#STARBUCKS https://t.co/GsRdeAtgD2",Sun Mar 16 03:15:01 +0000 2025,7,ja,"Reserve Coffee Store-Out Series
Blue Mountain, Jamaica. It's just right sour and just right rich. Reserve coffee is served almost every year, rarely in single origin.
#STARBUCKS https://t.co/GsRdeAtgD2"
1902941409159610861,"Day 7 of bugging @starbucks until the market one of my drink ideas: 
7️⃣ Blueberry Basil refresher 🫐🌿
#starbucks #starbucksdrinks #refresher #blueberrybasil #newdrinks #drinkideas #berries #greencoffee #blueberryseason #icedtea #coconutmilk",Fri Mar 21 04:32:41 +0000 2025,0,en,"Day 7 of bugging @starbucks until the market one of my drink ideas: 
7️⃣ Blueberry Basil refresher 🫐🌿
#starbucks #starbucksdrinks #refresher #blueberrybasil #newdrinks #drinkideas #berries #greencoffee #blueberryseason #icedtea #coconutmilk"
